Date,Open,High,Low,Close,Adj Close,Volume,H-L,O-C,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,RSI,10 DAYS EMA,20 DAYS EMA,MACD
2020-06-09,40.25,48.88000106811523,38.459999084472656,47.9000015258789,47.9000015258789,16366500,10.420001983642571,7.650001525878899,0.0,0.0,0.0,0.0,,47.9000015258789,47.9000015258789,0.0
2020-06-10,51.45000076293945,59.0,45.0,49.9900016784668,49.9900016784668,13401100,14.0,-1.4599990844726562,0.0,0.0,0.0,0.0,,48.28000155362216,48.0990491594587,0.16672365889590424
2020-06-11,43.45000076293945,47.41999816894531,41.560001373291016,45.599998474121094,45.599998474121094,3337200,5.859996795654297,2.1499977111816406,0.0,0.0,0.0,0.0,,47.79272826644014,47.86104433228369,-0.054752062360186926
2020-06-12,47.25,47.54999923706055,41.61999893188477,43.02999877929688,43.02999877929688,3051100,5.930000305175774,-4.220001220703118,0.0,0.0,0.0,0.0,,46.926777450595914,47.40094475580876,-0.43266319213529414
2020-06-15,40.5,43.5,40.0,43.0,43.0,3601500,3.5,2.5,0.0,0.0,0.0,0.0,,46.21281791412393,46.981807160017446,-0.7262098409670017
2020-06-16,43.25,44.09000015258789,41.5,42.099998474121094,42.099998474121094,1392800,2.5900001525878906,-1.1500015258789062,0.0,0.0,0.0,0.0,,45.46503256139614,46.516872999455884,-1.0197156295409542
2020-06-17,42.060001373291016,45.70000076293945,41.599998474121094,43.36000061035156,43.36000061035156,1245500,4.100002288818359,1.2999992370605469,0.0,0.0,0.0,0.0,,45.082299479388034,46.21621848620786,-1.1375366253393082
2020-06-18,42.52999877929688,47.2599983215332,42.52999877929688,45.56000137329102,45.56000137329102,1284400,4.729999542236321,3.0300025939941406,44.99714279174805,0.0,0.0,45.08064297017249,,45.169154369188576,46.15372161831102,-1.0413845056267377
2020-06-19,47.5,48.849998474121094,46.11000061035156,47.5099983215332,47.5099983215332,1901500,2.7399978637695312,0.009998321533203125,44.66285705566406,0.0,0.0,41.2860357883748,,45.59476236052396,46.2828908281417,-0.7986287064978228
2020-06-22,48.099998474121094,52.209999084472656,47.24399948120117,50.56999969482422,50.56999969482422,1529600,4.965999603271484,2.470001220703125,44.308570861816406,0.0,0.0,36.72457955299042,,46.49935096676036,46.691186910682895,-0.3552315610887291
2020-06-23,51.0,52.29999923706055,47.58300018310547,50.4900016784668,50.4900016784668,1591100,4.716999053955078,-0.5099983215332031,45.018571036202566,0.0,0.0,32.51529054284292,,47.22492382343425,47.05297879332898,-0.010174020422503816
2020-06-24,49.09000015258789,50.81999969482422,47.04999923706055,47.68999862670898,47.68999862670898,913500,3.770000457763672,-1.4000015258789134,46.084285736083984,0.0,0.0,28.23135185246878,,47.30948287857511,47.11364734888898,0.03692408304098649
2020-06-25,47.099998474121094,57.88999938964844,46.20000076293945,57.540000915527344,57.540000915527344,2059100,11.689998626708984,10.44000244140625,46.754285539899556,0.0,0.0,23.091875212514424,,49.169577067111874,48.10663340285454,0.8591586876199315
2020-06-26,55.63999938964844,58.97999954223633,53.04999923706055,54.099998474121094,54.099998474121094,1934800,5.930000305175781,-1.5400009155273438,48.96000017438616,0.0,0.0,17.223591339685484,,50.06601732293173,48.6774300763085,1.2191524572762162
2020-06-29,54.9000015258789,56.0,50.599998474121094,55.0099983215332,55.0099983215332,1010800,5.400001525878906,0.10999679565430398,50.494285583496094,47.74571418762207,0.0,5.642879458055486,58.954354549449356,50.96492295904108,49.28053181394894,1.559897963127817
2020-06-30,54.04999923706055,55.54999923706055,50.61999893188477,52.13999938964844,52.13999938964844,943900,4.930000305175774,-1.9099998474121094,51.84428514753069,48.25357110159738,0.0,5.891512924740204,60.00562165751072,51.1785732191515,49.552862059253656,1.5801414165862369
2020-07-01,52.45000076293945,56.43999862670898,52.07400131225586,54.18999862670898,54.18999862670898,1202400,4.365997314453118,1.7399978637695241,52.50571387154715,48.40714236668178,0.0,5.793477925611603,52.96061302411495,51.72610511143468,49.994494113297016,1.741527065225597
2020-07-02,55.27000045776367,56.9900016784668,54.15999984741211,54.29999923706055,54.29999923706055,582900,2.8300018310546875,-0.970001220703125,53.02285657610212,49.020713806152344,0.0,5.326242704457288,62.64350732894532,52.194085861548466,50.404542220322114,1.8568973279172383
2020-07-06,56.4900016784668,60.90999984741211,55.709999084472656,55.84000015258789,55.84000015258789,1781900,5.200000762939453,-0.6500015258789062,53.56714194161551,49.82571383884975,0.0,4.932060849045665,67.88320902781652,52.856979369010176,50.9222048805379,2.048974987641735
2020-07-07,55.27000045776367,55.83000183105469,51.45000076293945,52.11999893188477,52.11999893188477,945600,4.380001068115234,-3.150001525878899,54.73142787388393,50.74285670689174,0.0,4.969394043124497,69.44275743163958,52.72298292589646,51.0362805044757,1.8793608061431044
2020-07-08,53.16999816894531,53.55500030517578,50.0,50.2400016784668,50.2400016784668,1259800,3.5550003051757812,-2.9299964904785156,53.9571418762207,51.458571025303435,0.0,3.0083703477831367,63.97879224624632,52.271531790000154,50.960444425808184,1.5750836943698872
