Date,Open,High,Low,Close,Adj Close,Volume,H-L,O-C,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,RSI,10 DAYS EMA,20 DAYS EMA,MACD
1980-03-17,0.0,3.3020832538604736,3.125,3.1458332538604736,3.1458332538604736,219600,0.17708325386047363,3.1458332538604736,0.0,0.0,0.0,0.0,,3.1458332538604736,3.1458332538604736,0.0
1980-03-18,0.0,3.125,2.9375,3.03125,3.03125,727200,0.1875,3.03125,0.0,0.0,0.0,0.0,,3.124999934976751,3.1349205630166193,-0.009140544467502565
1980-03-19,0.0,3.0833332538604736,3.0208332538604736,3.0416667461395264,3.0416667461395264,295200,0.0625,3.0416667461395264,0.0,0.0,0.0,0.0,,3.1098484460972555,3.1260392471235625,-0.015366808452649039
1980-03-20,0.0,3.0625,3.0104167461395264,3.0104167461395264,3.0104167461395264,159600,0.05208325386047363,3.0104167461395264,0.0,0.0,0.0,0.0,,3.09176995519585,3.1150275803631784,-0.02256269267516897
1980-03-21,0.0,3.0208332538604736,2.90625,2.9166667461395264,2.9166667461395264,130800,0.11458325386047363,2.9166667461395264,0.0,0.0,0.0,0.0,,3.0599330080947,3.0961360723418783,-0.03542200147999086
1980-03-24,0.0,2.9166667461395264,2.6354167461395264,2.6666667461395264,2.6666667461395264,436800,0.28125,2.6666667461395264,0.0,0.0,0.0,0.0,,2.9884300513755773,3.0552342317511783,-0.06503630893128998
1980-03-25,0.0,2.75,2.5520832538604736,2.6041667461395264,2.6041667461395264,645600,0.19791674613952637,2.6041667461395264,0.0,0.0,0.0,0.0,,2.9185639958781135,3.0122754235976874,-0.0924830021318086
1980-03-26,0.0,2.6041667461395264,2.4270832538604736,2.4479167461395264,2.4479167461395264,466800,0.17708349227905273,2.4479167461395264,2.916666712079729,0.0,0.0,2.922788049798248,,2.832991768652916,2.9585269781254815,-0.125397271709061
1980-03-27,0.0,2.375,2.2395832538604736,2.375,2.375,1129200,0.13541674613952637,2.375,2.8169643538338796,0.0,0.0,2.675878749062197,,2.749720537988749,2.9029529802087692,-0.15557249660596906
1980-03-28,0.0,2.5833332538604736,2.4583332538604736,2.5416667461395264,2.5416667461395264,666000,0.125,2.5416667461395264,2.7232143538338796,0.0,0.0,2.423962089676984,,2.7118925758343444,2.86854476744027,-0.1641457956610095
1980-03-31,0.0,2.5833332538604736,2.5208332538604736,2.5416667461395264,2.5416667461395264,430800,0.0625,2.5416667461395264,2.6517857824053084,0.0,0.0,2.1350934547838887,,2.680942424980741,2.83741352731639,-0.16899216049716914
1980-04-01,0.0,2.7708332538604736,2.5833332538604736,2.7395832538604736,2.7395832538604736,492000,0.1875,2.7395832538604736,2.584821496691023,0.0,0.0,1.8071242206230718,,2.6916043938679652,2.8280963584158263,-0.1550751219551998
1980-04-02,0.0,2.7395832538604736,2.6145832538604736,2.625,2.625,283200,0.125,2.625,2.5595238549368724,0.0,0.0,1.4331230599530254,,2.67949450407379,2.8087538480905097,-0.15154476589033017
1980-04-03,0.0,2.6354167461395264,2.6041667461395264,2.6354167461395264,2.6354167461395264,226800,0.03125,2.6354167461395264,2.5535714626312256,0.0,0.0,1.0191079800765415,,2.6714803662675597,2.792245552666606,-0.1462208460233585
1980-04-07,0.0,2.6145832538604736,2.53125,2.5416667461395264,2.5416667461395264,355200,0.08333325386047363,2.5416667461395264,2.558035748345511,2.7373512302126204,0.0,0.26594353163338086,30.081307015767905,2.647877889880644,2.768380904425932,-0.14786198178543586
1980-04-08,0.0,2.625,2.5,2.59375,2.59375,765600,0.125,2.59375,2.5714286054883684,2.694196479661124,0.0,0.19843068159497465,28.030308810147375,2.6380364553568905,2.7517493897187,-0.1433079456012094
1980-04-09,0.0,2.6666667461395264,2.5833332538604736,2.6666667461395264,2.6666667461395264,134400,0.08333349227905273,2.6666667461395264,2.6026786054883684,2.662946479661124,0.0,0.10743031121939252,33.33333333333333,2.643241962771915,2.7436462808063977,-0.13229010906282213
1980-04-10,0.0,2.7395832538604736,2.65625,2.7395832538604736,2.7395832538604736,174000,0.08333325386047363,2.7395832538604736,2.620535748345511,2.63616076537541,0.0,0.08612602946954152,36.36363636363636,2.6607585611516527,2.7432593258591664,-0.11633361988762436
1980-04-11,0.0,2.7708332538604736,2.6354167461395264,2.6354167461395264,2.6354167461395264,109200,0.13541650772094727,2.6354167461395264,2.6488095351627896,2.616815515926906,0.0,0.08780657076498868,40.441169788267445,2.6561509584221747,2.7329886039811058,-0.11081593673507939
1980-04-14,0.0,2.6458332538604736,2.5,2.5625,2.5625,267600,0.14583325386047363,2.5625,2.6339286054883684,2.5967262302126204,0.0,0.06568118060774913,40.14598320641805,2.6391235114363245,2.7167515940781435,-0.11104682641603869
1980-04-15,0.0,2.5625,2.5208332538604736,2.5625,2.5625,505200,0.04166674613952637,2.5625,2.625000034059797,2.589285748345511,0.0,0.06656151023342412,45.83332935968959,2.6251919639024472,2.702060966070701,-0.10996223199039612
1980-04-16,0.0,2.5729167461395264,2.34375,2.3541667461395264,2.3541667461395264,358800,0.22916674613952637,2.3541667461395264,2.614583356039865,2.586309552192688,2.6964286054883684,0.06349425883697928,48.245610336627024,2.575914651581916,2.668928183220113,-0.12447852462025333
1980-04-17,0.0,2.4270832538604736,2.2708332538604736,2.4270832538604736,2.4270832538604736,696000,0.15625,2.4270832538604736,2.5877976417541504,2.5796131236212596,2.6587302003587996,0.11696734148322084,46.21848642518793,2.5488543974507447,2.6458953328049093,-0.12861642820584684
1980-04-18,0.0,2.46875,2.3125,2.3229167461395264,2.3229167461395264,342000,0.15625,2.3229167461395264,2.563988106591361,2.583333356039865,2.6299603553045365,0.13152967217577183,52.10083807333723,2.5077748244850686,2.615135467408206,-0.13870224014146348
1980-04-21,0.0,2.3645832538604736,2.28125,2.2916667461395264,2.2916667461395264,498000,0.08333325386047363,2.2916667461395264,2.514880963734218,2.567708356039865,2.595734164828346,0.15816867186861353,40.707958328083905,2.4684824466040607,2.584328922525475,-0.14751645473328345
1980-04-22,0.0,2.6041667461395264,2.375,2.5625,2.5625,880800,0.22916674613952637,2.5625,2.450892891202654,2.549851213182722,2.5615079743521556,0.17352380639136822,39.655165609929064,2.485576547221504,2.5822499775230487,-0.13113614728520373
1980-04-23,0.0,2.7291667461395264,2.59375,2.6145832538604736,2.6145832538604736,588000,0.13541674613952637,2.6145832538604736,2.440476213182722,2.537202409335545,2.544642891202654,0.17850584609399223,43.0894301378744,2.5090323120649534,2.585329337174232,-0.11265335456310677
1980-04-24,0.0,2.8125,2.6145832538604736,2.78125,2.78125,733200,0.19791674613952637,2.78125,2.4479166780199324,2.536458356039865,2.5421627249036516,0.18832402758455422,49.57264606142058,2.5585264371440526,2.6039884479195434,-0.08359338217354573
1980-04-25,0.0,2.7604167461395264,2.6875,2.7083332538604736,2.7083332538604736,343200,0.07291674613952637,2.7083332538604736,2.4791666780199324,2.5468750170298984,2.5505952608017695,0.2253462177071625,55.30303017167013,2.5857640401834017,2.613926048485346,-0.06568968689173182
1980-04-28,0.0,2.7916667461395264,2.71875,2.7291667461395264,2.7291667461395264,372000,0.07291674613952637,2.7291667461395264,2.529761893408639,2.558779767581395,2.562996046883719,0.22044336286381738,56.1538431743179,2.6118372594481514,2.6249013530238394,-0.04925204377526704
1980-04-29,0.0,2.7291667461395264,2.6354167461395264,2.6666667461395264,2.6666667461395264,270000,0.09375,2.6666667461395264,2.5729166780199324,2.568452392305647,2.5798611300332204,0.22491271781088396,55.11811477724654,2.621806257028401,2.628879009511048,-0.04079802658971454
1980-04-30,0.0,2.625,2.5416667461395264,2.5520832538604736,2.5520832538604736,273600,0.08333325386047363,2.5520832538604736,2.622023820877075,2.568452392305647,2.5858135109856013,0.2086602805908886,50.0,2.6091293473615047,2.6215651280205168,-0.042850137562442825
